9112,PAPUA BARAT,KABUPATEN PEGUNUNGAN ARFAK
9171,PAPUA BARAT,KOTA SORONG
9401,PAPUA,KABUPATEN MERAUKE
9402,PAPUA,KABUPATEN JAYAWIJAYA
9403,PAPUA,KABUPATEN JAYAPURA
9404,PAPUA,KABUPATEN NABIRE
9408,PAPUA,KABUPATEN KEPULAUAN YAPEN
9409,PAPUA,KABUPATEN BIAK NUMFOR
9410,PAPUA,KABUPATEN PANIAI
9411,PAPUA,KABUPATEN PUNCAK JAYA
9412,PAPUA,KABUPATEN MIMIKA
9413,PAPUA,KABUPATEN BOVEN DIGOEL
9414,PAPUA,KABUPATEN MAPPI
9415,PAPUA,KABUPATEN ASMAT
9416,PAPUA,KABUPATEN YAHUKIMO
9417,PAPUA,KABUPATEN PEGUNUNGAN BINTANG
9418,PAPUA,KABUPATEN TOLIKARA
9419,PAPUA,KABUPATEN SARMI
9420,PAPUA,KABUPATEN KEEROM
9426,PAPUA,KABUPATEN WAROPEN
9427,PAPUA,KABUPATEN SUPIORI
9428,PAPUA,KABUPATEN MAMBERAMO RAYA
9429,PAPUA,KABUPATEN NDUGA
9430,PAPUA,KABUPATEN LANNY JAYA
9431,PAPUA,KABUPATEN MAMBERAMO TENGAH
9432,PAPUA,KABUPATEN YALIMO
9433,PAPUA,KABUPATEN PUNCAK
9434,PAPUA,KABUPATEN DOGIYAI
9435,PAPUA,KABUPATEN INTAN JAYA
9436,PAPUA,KABUPATEN DEIYAI
9471,PAPUA,KOTA JAYAPURA
